name;type;id;formulation;N;K;T_max;C;network_type;m_solution;solve_time;status;time_limit;objective;best_bound;best_int;mip_gap;Wp;gap;n_vars;n_cons;n_nodes;n_added_cuts;n_solutions;routes;timestamp;Z_TS;m;W_TS;CPU_sec;Z_CP;opt_gap;ts_vs_cp_gap;ts_vs_gh_gap
small_R12het_altimp3_K2T2;small;5,0;scf_start;12,0;2,0;2,0;6,0;R;4,0;0,0850000381469726;2,0;60,0;0,25;0,25;0,25;0,0;3,269295366046101;0,0;351,0;250,0;1,0;0,0;1,0;Route of vehicle 1: ([0, 1, 10, 0], 1.8760997655265264) // Route of vehicle 2: ([0, 6, 5, 0], 1.393195600519575);2023-09-12_22-58-40;;;;;;;;
small_R12het_altimp3_K2T3;small;6,0;scf_start;12,0;2,0;3,0;6,0;R;9,0;2,0280001163482666;2,0;60,0;0,5;0,5;0,5;0,0;5,645179062587315;0,0;351,0;250,0;370,0;0,0;1,0;Route of vehicle 1: ([0, 1, 3, 12, 2, 0], 2.7467618301835923) // Route of vehicle 2: ([0, 6, 5, 8, 7, 10, 0], 2.8984172324037214);2023-09-12_22-58-44;;;;;;;;
small_R12het_altimp3_K3T2;small;7,0;scf_start;12,0;3,0;2,0;6,0;R;7,0;0,0199999809265136;2,0;60,0;0,5;0,5;0,5;0,0;5,247884748050619;0,0;351,0;250,0;1,0;0,0;1,0;Route of vehicle 1: ([0, 1, 3, 12, 0], 1.8657368625929267) // Route of vehicle 2: ([0, 6, 5, 0], 1.393195600519575) // Route of vehicle 3: ([0, 7, 8, 0], 1.9889522849381167);2023-09-12_22-58-46;;;;;;;;
small_R12het_altimp3_K3T3;small;8,0;scf_start;12,0;3,0;3,0;6,0;R;10,0;4,426000118255615;2,0;60,0;0,75;0,75;0,75;0,0;7,5312555150234015;0,0;351,0;250,0;16183,0;0,0;1,0;Route of vehicle 1: ([0, 1, 2, 0], 2.1929729134642413) // Route of vehicle 2: ([0, 6, 5, 8, 7, 10, 0], 2.8984172324037214) // Route of vehicle 3: ([0, 12, 3, 9, 0], 2.4398653691554397);2023-09-12_22-58-52;;;;;;;;
small_R12het_altimpinc2_K2T2;small;9,0;scf_start;12,0;2,0;2,0;5,0;R;5,0;0,4769999980926513;2,0;60,0;0,3333333333333333;0,3333333333333333;0,3333333333333333;0,0;3,632705910965716;0,0;351,0;249,0;413,0;0,0;1,0;Route of vehicle 1: ([0, 1, 3, 12, 0], 1.8657368625929267) // Route of vehicle 2: ([0, 6, 7, 0], 1.7669690483727893);2023-09-12_22-58-53;;;;;;;;
small_R12het_altimpinc2_K2T3;small;10,0;scf_start;12,0;2,0;3,0;5,0;R;9,0;0,3700001239776611;2,0;60,0;0,6666666666666666;0,6666666666666666;0,6666666666666666;0,0;5,624533705024712;0,0;351,0;249,0;268,0;0,0;1,0;Route of vehicle 1: ([0, 1, 3, 12, 4, 0], 2.72611647262099) // Route of vehicle 2: ([0, 6, 5, 8, 7, 10, 0], 2.8984172324037214);2023-09-12_22-58-55;;;;;;;;
small_R12het_altimpinc2_K3T2;small;11,0;scf_start;12,0;3,0;2,0;5,0;R;7,0;0,6389999389648438;2,0;60,0;0,5;0,5;0,5;0,0;5,3740744593429;0,0;351,0;249,0;692,0;0,0;1,0;Route of vehicle 1: ([0, 1, 3, 12, 0], 1.8657368625929267) // Route of vehicle 2: ([0, 2, 6, 0], 1.5193853118118559) // Route of vehicle 3: ([0, 7, 8, 0], 1.9889522849381167);2023-09-12_22-58-57;;;;;;;;
small_R12het_altimpinc2_K3T3;small;12,0;scf_start;12,0;3,0;3,0;5,0;R;11,0;6,575999975204468;2,0;60,0;0,8333333333333333;0,8333333333333334;0,8333333333333334;0,0;7,720463284777876;0,0;351,0;249,0;26738,0;0,0;1,0;Route of vehicle 1: ([0, 1, 10, 11, 0], 2.5169751649275884) // Route of vehicle 2: ([0, 2, 4, 12, 3, 0], 2.9192052126498473) // Route of vehicle 3: ([0, 6, 5, 8, 7, 0], 2.28428290720044);2023-09-12_22-59-07;;;;;;;;
small_R12het_altimpinc3_K2T2;small;13,0;scf_start;12,0;2,0;2,0;7,0;R;4,0;0,2890000343322754;2,0;60,0;0,25;0,25;0,25;0,0;3,269295366046101;0,0;351,0;251,0;152,0;0,0;1,0;Route of vehicle 1: ([0, 1, 10, 0], 1.8760997655265264) // Route of vehicle 2: ([0, 6, 5, 0], 1.393195600519575);2023-09-12_22-59-08;;;;;;;;
small_R12het_altimpinc3_K2T3;small;14,0;scf_start;12,0;2,0;3,0;7,0;R;9,0;1,7070000171661377;2,0;60,0;0,5;0,5;0,5;0,0;5,645179062587315;0,0;351,0;251,0;4058,0;0,0;1,0;Route of vehicle 1: ([0, 1, 3, 12, 2, 0], 2.7467618301835923) // Route of vehicle 2: ([0, 6, 5, 8, 7, 10, 0], 2.8984172324037214);2023-09-12_22-59-11;;;;;;;;
small_R12het_altimpinc3_K3T2;small;15,0;scf_start;12,0;3,0;2,0;7,0;R;7,0;0,0800001621246337;2,0;60,0;0,5;0,5;0,5;0,0;5,247884748050619;0,0;351,0;251,0;1,0;0,0;1,0;Route of vehicle 1: ([0, 1, 3, 12, 0], 1.8657368625929267) // Route of vehicle 2: ([0, 6, 5, 0], 1.393195600519575) // Route of vehicle 3: ([0, 7, 8, 0], 1.9889522849381167);2023-09-12_22-59-13;;;;;;;;
small_R12het_altimpinc3_K3T3;small;16,0;scf_start;12,0;3,0;3,0;7,0;R;10,0;4,355000019073486;2,0;60,0;0,75;0,75;0,75;0,0;7,5312555150234015;0,0;351,0;251,0;23612,0;0,0;1,0;Route of vehicle 1: ([0, 1, 2, 0], 2.1929729134642413) // Route of vehicle 2: ([0, 6, 5, 8, 7, 10, 0], 2.8984172324037214) // Route of vehicle 3: ([0, 12, 3, 9, 0], 2.4398653691554397);2023-09-12_22-59-19;;;;;;;;
small_R12hom_alt2_K2T2;small;17,0;scf_start;12,0;2,0;2,0;2,0;R;4,0;0,1669998168945312;2,0;60,0;0,3333333333333333;0,3333333333333333;0,3333333333333333;0,0;3,269295366046101;0,0;351,0;246,0;75,0;0,0;1,0;Route of vehicle 1: ([0, 1, 10, 0], 1.8760997655265264) // Route of vehicle 2: ([0, 6, 5, 0], 1.393195600519575);2023-09-12_22-59-20;;;;;;;;
small_R12hom_alt2_K2T3;small;18,0;scf_start;12,0;2,0;3,0;2,0;R;8,0;0,2530000209808349;2,0;60,0;0,6666666666666666;0,6666666666666666;0,6666666666666666;0,0;5,010683121204705;0,0;351,0;246,0;149,0;0,0;1,0;Route of vehicle 1: ([0, 7, 8, 5, 6, 0], 2.28428290720044) // Route of vehicle 2: ([0, 12, 3, 1, 10, 0], 2.726400214004265);2023-09-12_22-59-21;;;;;;;;
small_R12hom_alt2_K3T2;small;19,0;scf_start;12,0;3,0;2,0;2,0;R;6,0;0,6579999923706055;2,0;60,0;0,5;0,5;0,5;0,0;5,150320333636767;0,0;351,0;246,0;299,0;0,0;1,0;Route of vehicle 1: ([0, 1, 10, 0], 1.8760997655265264) // Route of vehicle 2: ([0, 2, 12, 0], 1.8810249675906654) // Route of vehicle 3: ([0, 6, 5, 0], 1.393195600519575);2023-09-12_22-59-23;;;;;;;;
small_R12hom_alt2_K3T3;small;20,0;scf_start;12,0;3,0;3,0;2,0;R;10,0;4,845999956130981;2,0;60,0;0,8333333333333335;0,8333333333333335;0,8333333333333334;0,0;7,406993674656022;0,0;351,0;246,0;14992,0;0,0;1,0;Route of vehicle 1: ([0, 1, 10, 11, 0], 2.5169751649275884) // Route of vehicle 2: ([0, 6, 5, 8, 7, 0], 2.28428290720044) // Route of vehicle 3: ([0, 12, 4, 3, 0], 2.605735602527993);2023-09-12_22-59-29;;;;;;;;
small_R12hom_alt3_K2T2;small;21,0;scf_start;12,0;2,0;2,0;3,0;R;4,0;0,1180000305175781;2,0;60,0;0,25;0,25;0,25;0,0;3,790311055110383;0,0;351,0;247,0;1,0;0,0;1,0;Route of vehicle 1: ([0, 2, 12, 0], 1.8810249675906654) // Route of vehicle 2: ([0, 6, 8, 0], 1.9092860875197177);2023-09-12_22-59-31;;;;;;;;
small_R12hom_alt3_K2T3;small;22,0;scf_start;12,0;2,0;3,0;3,0;R;9,0;0,0070002079010009;2,0;60,0;0,75;0,75;0,75;0,0;5,645179062587314;0,0;351,0;247,0;1,0;0,0;1,0;Route of vehicle 1: ([0, 2, 12, 3, 1, 0], 2.746761830183592) // Route of vehicle 2: ([0, 6, 5, 8, 7, 10, 0], 2.8984172324037214);2023-09-12_22-59-32;;;;;;;;
small_R12hom_alt3_K3T2;small;23,0;scf_start;12,0;3,0;2,0;3,0;R;6,0;0,0820000171661377;2,0;60,0;0,5;0,5;0,5;0,0;5,150320333636767;0,0;351,0;247,0;1,0;0,0;1,0;Route of vehicle 1: ([0, 1, 10, 0], 1.8760997655265264) // Route of vehicle 2: ([0, 2, 12, 0], 1.8810249675906654) // Route of vehicle 3: ([0, 6, 5, 0], 1.393195600519575);2023-09-12_22-59-33;;;;;;;;
small_R12hom_alt3_K3T3;small;24,0;scf_start;12,0;3,0;3,0;3,0;R;10,0;4,736999988555908;2,0;60,0;0,75;0,75;0,75;0,0;7,300317028468588;0,0;351,0;247,0;17107,0;0,0;1,0;Route of vehicle 1: ([0, 1, 10, 11, 0], 2.5169751649275884) // Route of vehicle 2: ([0, 2, 12, 3, 0], 2.4990589563405603) // Route of vehicle 3: ([0, 6, 5, 8, 7, 0], 2.28428290720044);2023-09-12_22-59-39;;;;;;;;
small_R12hom_imp2_K2T2;small;25,0;scf_start;12,0;2,0;2,0;2,0;R;5,0;0,1480000019073486;2,0;60,0;0,4;0,4;0,4;0,0;3,775022950112645;0,0;351,0;246,0;1,0;0,0;1,0;Route of vehicle 1: ([0, 1, 3, 12, 0], 1.8657368625929267) // Route of vehicle 2: ([0, 6, 8, 0], 1.9092860875197177);2023-09-12_22-59-40;;;;;;;;
small_R12hom_imp2_K2T3;small;26,0;scf_start;12,0;2,0;3,0;2,0;R;9,0;0,3609998226165771;2,0;60,0;0,7142857142857143;0,7142857142857143;0,7142857142857143;0,0;5,624533705024712;0,0;351,0;246,0;142,0;0,0;1,0;Route of vehicle 1: ([0, 1, 3, 12, 4, 0], 2.72611647262099) // Route of vehicle 2: ([0, 6, 5, 8, 7, 10, 0], 2.8984172324037214);2023-09-12_22-59-41;;;;;;;;
small_R12hom_imp2_K3T2;small;27,0;scf_start;12,0;3,0;2,0;2,0;R;7,0;0,6779999732971191;2,0;60,0;0,5714285714285714;0,5714285714285714;0,5714285714285714;0,0;5,374074459342899;0,0;351,0;246,0;148,0;0,0;1,0;Route of vehicle 1: ([0, 2, 6, 0], 1.5193853118118559) // Route of vehicle 2: ([0, 7, 8, 0], 1.9889522849381167) // Route of vehicle 3: ([0, 12, 3, 1, 0], 1.8657368625929265);2023-09-12_22-59-44;;;;;;;;
small_R12hom_imp2_K3T3;small;28,0;scf_start;12,0;3,0;3,0;2,0;R;11,0;3,3489999771118164;2,0;60,0;0,8571428571428571;0,8571428571428571;0,8571428571428571;0,0;8,018516851800547;0,0;351,0;246,0;15331,0;0,0;1,0;Route of vehicle 1: ([0, 1, 10, 11, 7, 0], 2.6060479573642414) // Route of vehicle 2: ([0, 6, 5, 8, 2, 0], 2.9726035252808645) // Route of vehicle 3: ([0, 12, 3, 9, 0], 2.4398653691554397);2023-09-12_22-59-48;;;;;;;;
small_R12hom_imp3_K2T2;small;29,0;scf_start;12,0;2,0;2,0;3,0;R;4,0;0,2899999618530273;2,0;60,0;0,25;0,25;0,25;0,0;3,269295366046101;0,0;351,0;247,0;68,0;0,0;1,0;Route of vehicle 1: ([0, 1, 10, 0], 1.8760997655265264) // Route of vehicle 2: ([0, 6, 5, 0], 1.393195600519575);2023-09-12_22-59-50;;;;;;;;
small_R12hom_imp3_K2T3;small;30,0;scf_start;12,0;2,0;3,0;3,0;R;8,0;2,9820001125335693;2,0;60,0;0,5;0,5;0,5;0,0;5,078946660780985;0,0;351,0;247,0;929,0;0,0;1,0;Route of vehicle 1: ([0, 1, 12, 3, 0], 2.1805294283772634) // Route of vehicle 2: ([0, 6, 5, 8, 7, 10, 0], 2.8984172324037214);2023-09-12_22-59-54;;;;;;;;
small_R12hom_imp3_K3T2;small;31,0;scf_start;12,0;3,0;2,0;3,0;R;6,0;0,0649998188018798;2,0;60,0;0,5;0,5;0,5;0,0;4,887329354795996;0,0;351,0;247,0;1,0;0,0;1,0;Route of vehicle 1: ([0, 1, 10, 0], 1.8760997655265264) // Route of vehicle 2: ([0, 3, 12, 0], 1.618033988749895) // Route of vehicle 3: ([0, 6, 5, 0], 1.393195600519575);2023-09-12_22-59-55;;;;;;;;
small_R12hom_imp3_K3T3;small;32,0;scf_start;12,0;3,0;3,0;3,0;R;11,0;4,098999977111816;2,0;60,0;0,75;0,75;0,75;0,0;8,060392948716945;0,0;351,0;247,0;13693,0;0,0;1,0;Route of vehicle 1: ([0, 1, 3, 9, 0], 2.5602462392484364) // Route of vehicle 2: ([0, 5, 8, 7, 10, 0], 2.8795901737567) // Route of vehicle 3: ([0, 6, 2, 4, 12, 0], 2.620556535711809);2023-09-12_23-00-00;;;;;;;;
small_RC12het_altimp2_K2T3;small;33,0;scf_start;12,0;2,0;3,0;4,0;RC;7,0;0,4560000896453857;2,0;60,0;0,5;0,5;0,5;0,0;5,764423776393384;0,0;351,0;248,0;1541,0;0,0;1,0;Route of vehicle 1: ([0, 2, 3, 5, 0], 2.8960914834266642) // Route of vehicle 2: ([0, 10, 12, 8, 7, 0], 2.868332292966719);2023-09-12_23-00-02;;;;;;;;
small_RC12het_altimp2_K2T4;small;34,0;scf_start;12,0;2,0;4,0;4,0;RC;12,0;0,0;2,0;60,0;1,0;1,0;1,0;0,0;6,510667484433409;0,0;351,0;248,0;0,0;0,0;1,0;Route of vehicle 1: ([0, 2, 5, 3, 4, 1, 0], 3.0963479069215634) // Route of vehicle 2: ([0, 10, 12, 8, 7, 6, 9, 11, 0], 3.4143195775118445);2023-09-12_23-00-03;;;;;;;;
small_RC12het_altimp2_K3T4;small;36,0;scf_start;12,0;3,0;4,0;4,0;RC;12,0;0,0;2,0;60,0;1,0;1,0;1,0;0,0;9,001647210312317;0,0;351,0;248,0;0,0;0,0;1,0;Route of vehicle 1: ([0, 3, 4, 5, 2, 1, 0], 3.312421031269885) // Route of vehicle 2: ([0, 10, 8, 7, 9, 11, 6, 0], 3.352086426648019) // Route of vehicle 3: ([0, 12, 0], 2.337139752394414);2023-09-12_23-00-13;;;;;;;;
small_RC12het_altimp3_K2T3;small;37,0;scf_start;12,0;2,0;3,0;6,0;RC;8,0;0,4570000171661377;2,0;60,0;0,5;0,5;0,5;0,0;5,803406583151294;0,0;351,0;250,0;706,0;0,0;1,0;Route of vehicle 1: ([0, 2, 5, 4, 3, 0], 2.888303482270146) // Route of vehicle 2: ([0, 10, 8, 12, 7, 0], 2.915103100881147);2023-09-12_23-00-15;;;;;;;;
small_RC12het_altimp3_K2T4;small;38,0;scf_start;12,0;2,0;4,0;6,0;RC;12,0;0,0009999275207519;2,0;60,0;1,0;1,0;1,0;0,0;6,568448184268654;0,0;351,0;250,0;0,0;0,0;1,0;Route of vehicle 1: ([0, 2, 5, 4, 3, 1, 0], 3.042171882783074) // Route of vehicle 2: ([0, 10, 8, 12, 7, 6, 11, 9, 0], 3.5262763014855785);2023-09-12_23-00-16;;;;;;;;
small_RC12het_altimp3_K3T3;small;39,0;scf_start;12,0;3,0;3,0;6,0;RC;7,0;6,72599983215332;2,0;60,0;0,5;0,5;0,5;0,0;8,52238802540207;0,0;351,0;250,0;25539,0;0,0;3,0;Route of vehicle 1: ([0, 2, 5, 1, 0], 2.987151482538196) // Route of vehicle 2: ([0, 9, 0], 3.0) // Route of vehicle 3: ([0, 10, 12, 8, 0], 2.5352365428638737);2023-09-12_23-00-25;;;;;;;;
small_RC12het_altimp3_K3T4;small;40,0;scf_start;12,0;3,0;4,0;6,0;RC;12,0;0,0;2,0;60,0;1,0;1,0;1,0;0,0;8,725483795415306;0,0;351,0;250,0;0,0;0,0;1,0;Route of vehicle 1: ([0, 2, 5, 4, 3, 1, 0], 3.042171882783074) // Route of vehicle 2: ([0, 10, 8, 7, 6, 11, 9, 0], 3.346172160237817) // Route of vehicle 3: ([0, 12, 0], 2.337139752394414);2023-09-12_23-00-26;;;;;;;;
small_RC12het_altimpinc2_K2T3;small;41,0;scf_start;12,0;2,0;3,0;5,0;RC;8,0;0,5220000743865967;2,0;60,0;0,5;0,5;0,5;0,0;5,834050963721336;0,0;351,0;249,0;2247,0;0,0;1,0;Route of vehicle 1: ([0, 2, 5, 3, 4, 0], 2.965718670754616) // Route of vehicle 2: ([0, 10, 12, 8, 7, 0], 2.868332292966719);2023-09-12_23-00-28;;;;;;;;
small_RC12het_altimpinc2_K2T4;small;42,0;scf_start;12,0;2,0;4,0;5,0;RC;12,0;0,0;2,0;60,0;1,0;1,0;1,0;0,0;6,527591642764428;0,0;351,0;249,0;0,0;0,0;1,0;Route of vehicle 1: ([0, 2, 5, 4, 3, 1, 0], 3.042171882783074) // Route of vehicle 2: ([0, 10, 12, 8, 7, 9, 11, 6, 0], 3.485419759981353);2023-09-12_23-00-30;;;;;;;;
small_RC12het_altimpinc2_K3T3;small;43,0;scf_start;12,0;3,0;3,0;5,0;RC;9,0;31,83299994468689;2,0;60,0;0,6666666666666666;0,6666666666666666;0,6666666666666666;0,0;8,856676335987611;0,0;351,0;249,0;82657,0;0,0;1,0;Route of vehicle 1: ([0, 1, 3, 5, 2, 0], 2.988344043020891) // Route of vehicle 2: ([0, 9, 0], 3.0) // Route of vehicle 3: ([0, 10, 12, 8, 7, 0], 2.868332292966719);2023-09-12_23-01-03;;;;;;;;
small_RC12het_altimpinc2_K3T4;small;44,0;scf_start;12,0;3,0;4,0;5,0;RC;12,0;0,0;2,0;60,0;1,0;1,0;1,0;0,0;8,785574085963997;0,0;351,0;249,0;0,0;0,0;1,0;Route of vehicle 1: ([0, 2, 5, 3, 4, 1, 0], 3.0963479069215634) // Route of vehicle 2: ([0, 10, 8, 7, 9, 11, 6, 0], 3.352086426648019) // Route of vehicle 3: ([0, 12, 0], 2.337139752394414);2023-09-12_23-01-07;;;;;;;;
small_RC12het_altimpinc3_K2T3;small;45,0;scf_start;12,0;2,0;3,0;7,0;RC;8,0;1,0249998569488523;2,0;60,0;0,5;0,5;0,5;0,0;5,803406583151294;0,0;351,0;251,0;481,0;0,0;1,0;Route of vehicle 1: ([0, 2, 5, 4, 3, 0], 2.888303482270146) // Route of vehicle 2: ([0, 10, 8, 12, 7, 0], 2.915103100881147);2023-09-12_23-01-10;;;;;;;;
small_RC12het_altimpinc3_K2T4;small;46,0;scf_start;12,0;2,0;4,0;7,0;RC;12,0;0,0;2,0;60,0;1,0;1,0;1,0;0,0;6,568448184268654;0,0;351,0;251,0;0,0;0,0;1,0;Route of vehicle 1: ([0, 2, 5, 4, 3, 1, 0], 3.042171882783074) // Route of vehicle 2: ([0, 10, 8, 12, 7, 6, 11, 9, 0], 3.5262763014855785);2023-09-12_23-01-13;;;;;;;;
small_RC12het_altimpinc3_K3T3;small;47,0;scf_start;12,0;3,0;3,0;7,0;RC;8,0;35,098999977111816;2,0;60,0;0,5;0,5;0,4999999999999998;0,0;8,721339240969513;0,0;351,0;251,0;27496,0;0,0;4,0;Route of vehicle 1: ([0, 2, 4, 5, 0], 2.9245898537561867) // Route of vehicle 2: ([0, 9, 0], 3.0) // Route of vehicle 3: ([0, 12, 7, 10, 8, 0], 2.7967493872133256);2023-09-12_23-01-52;;;;;;;;
small_RC12het_altimpinc3_K3T4;small;48,0;scf_start;12,0;3,0;4,0;7,0;RC;12,0;0,0;2,0;60,0;1,0;1,0;1,0;0,0;8,841214095069962;0,0;351,0;251,0;0,0;0,0;1,0;Route of vehicle 1: ([0, 1, 0], 2.5385910352879697) // Route of vehicle 2: ([0, 2, 5, 4, 3, 0], 2.888303482270146) // Route of vehicle 3: ([0, 10, 12, 8, 7, 6, 9, 11, 0], 3.4143195775118445);2023-09-12_23-01-56;;;;;;;;
small_RC12hom_alt2_K2T3;small;49,0;scf_start;12,0;2,0;3,0;2,0;RC;8,0;5,075000047683716;2,0;60,0;0,5;0,5;0,5;0,0;5,756635775236866;0,0;351,0;246,0;5706,0;0,0;1,0;Route of vehicle 1: ([0, 3, 4, 5, 2, 0], 2.888303482270146) // Route of vehicle 2: ([0, 7, 8, 12, 10, 0], 2.868332292966719);2023-09-12_23-02-03;;;;;;;;
small_RC12hom_alt2_K2T4;small;50,0;scf_start;12,0;2,0;4,0;2,0;RC;12,0;0,0;2,0;60,0;1,0;1,0;1,0;0,0;7,12000092398014;0,0;351,0;246,0;0,0;0,0;1,0;Route of vehicle 1: ([0, 3, 4, 5, 2, 1, 0], 3.312421031269885) // Route of vehicle 2: ([0, 7, 8, 12, 10, 9, 11, 6, 0], 3.8075798927102555);2023-09-12_23-02-06;;;;;;;;
small_RC12hom_alt2_K3T3;small;51,0;scf_start;12,0;3,0;3,0;2,0;RC;8,0;34,789000034332275;2,0;60,0;0,6666666666666666;0,6666666666666666;0,6666666666666666;0,0;8,420392408916594;0,0;351,0;246,0;27573,0;0,0;4,0;Route of vehicle 1: ([0, 5, 4, 3, 2, 0], 2.9499193231888476) // Route of vehicle 2: ([0, 8, 10, 12, 0], 2.4704730857277473) // Route of vehicle 3: ([0, 9, 0], 3.0);2023-09-12_23-02-44;;;;;;;;
small_RC12hom_alt2_K3T4;small;52,0;scf_start;12,0;3,0;4,0;2,0;RC;12,0;0,0;2,0;60,0;1,0;1,0;1,0;0,0;9,334449348741789;0,0;351,0;246,0;0,0;0,0;1,0;Route of vehicle 1: ([0, 2, 4, 3, 1, 5, 0], 3.391632913167662) // Route of vehicle 2: ([0, 10, 8, 7, 0], 2.734998959633386) // Route of vehicle 3: ([0, 12, 11, 9, 6, 0], 3.2078174759407423);2023-09-12_23-02-47;;;;;;;;
small_RC12hom_alt3_K2T3;small;53,0;scf_start;12,0;2,0;3,0;3,0;RC;8,0;1,7209999561309814;2,0;60,0;0,5;0,5;0,5;0,0;5,791912878851484;0,0;351,0;247,0;1291,0;0,0;1,0;Route of vehicle 1: ([0, 1, 3, 5, 2, 0], 2.988344043020891) // Route of vehicle 2: ([0, 12, 10, 8, 7, 0], 2.8035688358305926);2023-09-12_23-02-50;;;;;;;;
small_RC12hom_alt3_K2T4;small;54,0;scf_start;12,0;2,0;4,0;3,0;RC;12,0;0,0;2,0;60,0;1,0;1,0;1,0;0,0;6,893641199279406;0,0;351,0;247,0;0,0;0,0;1,0;Route of vehicle 1: ([0, 1, 3, 5, 4, 2, 0], 3.2240463034164066) // Route of vehicle 2: ([0, 12, 10, 8, 6, 9, 7, 11, 0], 3.669594895862999);2023-09-12_23-02-53;;;;;;;;
small_RC12hom_alt3_K3T3;small;55,0;scf_start;12,0;3,0;3,0;3,0;RC;7,0;20,08000016212464;2,0;60,0;0,5;0,5;0,5;0,0;8,43886617265957;0,0;351,0;247,0;125964,0;0,0;2,0;Route of vehicle 1: ([0, 5, 2, 0], 2.688887593360671) // Route of vehicle 2: ([0, 8, 7, 10, 12, 0], 2.7499785792988973) // Route of vehicle 3: ([0, 9, 0], 3.0);2023-09-12_23-03-15;;;;;;;;
small_RC12hom_alt3_K3T4;small;56,0;scf_start;12,0;3,0;4,0;3,0;RC;12,0;0,0;2,0;60,0;1,0;1,0;1,0;0,0;8,725483795415306;0,0;351,0;247,0;0,0;0,0;1,0;Route of vehicle 1: ([0, 2, 5, 4, 3, 1, 0], 3.042171882783074) // Route of vehicle 2: ([0, 8, 7, 6, 11, 9, 0], 3.2814087031016905) // Route of vehicle 3: ([0, 12, 10, 0], 2.4019032095305404);2023-09-12_23-03-17;;;;;;;;
small_RC12hom_imp2_K2T3;small;57,0;scf_start;12,0;2,0;3,0;2,0;RC;8,0;0,7799999713897705;2,0;60,0;0,5;0,5;0,5;0,0;5,771377811671889;0,0;351,0;246,0;3272,0;0,0;1,0;Route of vehicle 1: ([0, 2, 5, 4, 3, 0], 2.888303482270146) // Route of vehicle 2: ([0, 8, 12, 10, 7, 0], 2.883074329401743);2023-09-12_23-03-19;;;;;;;;
small_RC12hom_imp2_K2T4;small;58,0;scf_start;12,0;2,0;4,0;2,0;RC;12,0;0,0;2,0;60,0;1,0;1,0;1,0;0,0;6,525409520868432;0,0;351,0;246,0;0,0;0,0;1,0;Route of vehicle 1: ([0, 2, 5, 3, 4, 1, 0], 3.0963479069215634) // Route of vehicle 2: ([0, 8, 12, 10, 7, 6, 9, 11, 0], 3.4290616139468684);2023-09-12_23-03-20;;;;;;;;
small_RC12hom_imp2_K3T3;small;59,0;scf_start;12,0;3,0;3,0;2,0;RC;8,0;8,240000009536743;2,0;60,0;0,6666666666666666;0,6666666666666666;0,6666666666666666;0,0;8,699660319257257;0,0;351,0;246,0;46593,0;0,0;2,0;Route of vehicle 1: ([0, 2, 3, 5, 0], 2.8960914834266642) // Route of vehicle 2: ([0, 9, 10, 0], 3.0) // Route of vehicle 3: ([0, 12, 8, 7, 0], 2.8035688358305926);2023-09-12_23-03-30;;;;;;;;
small_RC12hom_imp2_K3T4;small;60,0;scf_start;12,0;3,0;4,0;2,0;RC;12,0;0,0;2,0;60,0;1,0;1,0;1,0;0,0;8,731398061825509;0,0;351,0;246,0;0,0;0,0;1,0;Route of vehicle 1: ([0, 2, 5, 4, 3, 1, 0], 3.042171882783074) // Route of vehicle 2: ([0, 10, 8, 7, 9, 11, 6, 0], 3.352086426648019) // Route of vehicle 3: ([0, 12, 0], 2.337139752394414);2023-09-12_23-03-31;;;;;;;;
small_RC12hom_imp3_K2T3;small;61,0;scf_start;12,0;2,0;3,0;3,0;RC;8,0;0,4200000762939453;2,0;60,0;0,5;0,5;0,5;0,0;5,803406583151294;0,0;351,0;247,0;429,0;0,0;1,0;Route of vehicle 1: ([0, 2, 5, 4, 3, 0], 2.888303482270146) // Route of vehicle 2: ([0, 10, 8, 12, 7, 0], 2.915103100881147);2023-09-12_23-03-33;;;;;;;;
small_RC12hom_imp3_K2T4;small;62,0;scf_start;12,0;2,0;4,0;3,0;RC;12,0;0,0;2,0;60,0;1,0;1,0;1,0;0,0;6,636595601542682;0,0;351,0;247,0;0,0;0,0;1,0;Route of vehicle 1: ([0, 2, 5, 4, 3, 1, 0], 3.042171882783074) // Route of vehicle 2: ([0, 10, 8, 12, 7, 9, 6, 11, 0], 3.5944237187596064);2023-09-12_23-03-35;;;;;;;;
small_RC12hom_imp3_K3T3;small;63,0;scf_start;12,0;3,0;3,0;3,0;RC;9,0;1,681999921798706;2,0;60,0;0,75;0,75;0,75;0,0;8,670310833048449;0,0;351,0;247,0;1387,0;0,0;1,0;Route of vehicle 1: ([0, 3, 4, 5, 2, 0], 2.888303482270146) // Route of vehicle 2: ([0, 9, 0], 3.0) // Route of vehicle 3: ([0, 10, 8, 7, 12, 0], 2.782007350778302);2023-09-12_23-03-38;;;;;;;;
small_RC12hom_imp3_K3T4;small;64,0;scf_start;12,0;3,0;4,0;3,0;RC;12,0;0,0;2,0;60,0;1,0;1,0;1,0;0,0;8,793631212689334;0,0;351,0;247,0;0,0;0,0;1,0;Route of vehicle 1: ([0, 2, 5, 4, 3, 1, 0], 3.042171882783074) // Route of vehicle 2: ([0, 8, 7, 9, 6, 11, 0], 3.349556120375718) // Route of vehicle 3: ([0, 10, 12, 0], 2.4019032095305404);2023-09-12_23-03-40;;;;;;;;
